filename,label
f000085_t003.png,unreadable
f000085_t004.png,25
f000085_t005.png,7
f000085_t006.png,53
f000085_t007.png,unreadable
f000085_t008.png,71
f000085_t010.png,70
f000085_t011.png,3
f000085_t012.png,unreadable
f000085_t014.png,90
f000085_t016.png,unreadable
f000085_t017.png,70
f000085_t018.png,unreadable
f000085_t019.png,unreadable
f000085_t020.png,18
f000085_t021.png,64
f000085_t022.png,65
f000085_t031.png,64
f000090_t005.png,71
f000090_t008.png,unreadable
f000090_t009.png,94
f000090_t015.png,65
f000090_t016.png,18
f000090_t020.png,3
f000095_t002.png,2
f000095_t010.png,7
f000095_t012.png,64
f000100_t001.png,unreadable
f000100_t002.png,unreadable
f000100_t003.png,1
f000100_t004.png,unreadable
f000100_t005.png,20
f000100_t006.png,unreadable
f000100_t007.png,1
f000100_t009.png,7
f000100_t010.png,0
f000100_t011.png,unreadable
f000100_t012.png,unreadable
f000100_t013.png,unreadable
f000100_t014.png,unreadable
f000100_t015.png,8
f000100_t016.png,0
f000100_t018.png,18
f000100_t019.png,unreadable
f000100_t020.png,53
f000100_t021.png,unreadable
f000100_t023.png,unreadable
f000100_t024.png,3
f000100_t065.png,53
f000105_t003.png,18
f000105_t005.png,7
f000105_t006.png,53
f000105_t007.png,unreadable
f000105_t008.png,87
f000105_t010.png,70
f000105_t011.png,3
f000105_t012.png,unreadable
f000105_t014.png,89
f000105_t016.png,unreadable
f000105_t017.png,70
f000105_t018.png,64
f000105_t019.png,unreadable
f000105_t020.png,unreadable
f000105_t021.png,91
f000105_t022.png,65
f000105_t025.png,71
f000105_t031.png,64
f000110_t005.png,63
f000110_t009.png,94
f000110_t013.png,14
f000110_t014.png,64
f000110_t015.png,70
f000110_t016.png,18
f000110_t017.png,unreadable
f000115_t002.png,2
f000115_t006.png,71
f000120_t001.png,unreadable
f000120_t002.png,5
f000120_t003.png,1
f000120_t004.png,unreadable
f000120_t005.png,unreadable
f000120_t006.png,8
f000120_t007.png,14
f000120_t009.png,7
f000120_t010.png,0
f000120_t011.png,8
f000120_t012.png,unreadable
f000120_t013.png,53
f000120_t014.png,70
f000120_t015.png,unreadable
f000120_t016.png,58
f000120_t018.png,18
f000120_t019.png,64
f000120_t020.png,unreadable
f000120_t021.png,unreadable
f000120_t023.png,1
f000120_t024.png,unreadable
f000120_t025.png,unreadable
f000120_t065.png,unreadable
f000120_t076.png,unreadable
f000125_t003.png,18
f000125_t005.png,7
f000125_t006.png,48
f000125_t008.png,87
f000125_t010.png,90
f000125_t011.png,3
f000125_t016.png,64
f000125_t018.png,71
f000125_t019.png,63
f000125_t020.png,71
f000125_t021.png,64
f000125_t022.png,70
f000125_t025.png,63
f000130_t001.png,unreadable
f000130_t003.png,8
f000130_t007.png,57
f000130_t009.png,94
f000130_t012.png,unreadable
f000130_t013.png,70
f000130_t014.png,65
f000130_t015.png,0
f000130_t016.png,18
f000130_t017.png,unreadable
f000130_t019.png,unreadable
f000130_t024.png,53
f000135_t006.png,unreadable
f000135_t020.png,unreadable
f000140_t001.png,unreadable
f000140_t002.png,5
f000140_t003.png,1
f000140_t004.png,unreadable
f000140_t006.png,unreadable
f000140_t007.png,14
f000140_t008.png,unreadable
f000140_t009.png,7
f000140_t010.png,0
f000140_t011.png,unreadable
f000140_t012.png,64
f000140_t013.png,unreadable
f000140_t014.png,65
f000140_t015.png,unreadable
f000140_t018.png,18
f000140_t021.png,unreadable
f000140_t023.png,1
f000140_t065.png,unreadable
f000140_t076.png,unreadable
f000140_t081.png,unreadable
f000145_t003.png,18
f000145_t006.png,48
f000145_t010.png,unreadable
f000145_t011.png,unreadable
f000145_t018.png,unreadable
f000145_t090.png,unreadable
f000150_t009.png,unreadable
f000150_t019.png,3
f000150_t026.png,65
f000150_t038.png,2
f000150_t039.png,5
f000150_t041.png,64
f000155_t004.png,53
f000155_t016.png,70
f000155_t045.png,unreadable
f000155_t103.png,2
f000155_t105.png,unreadable
f000155_t106.png,87
f000160_t002.png,unreadable
f000160_t004.png,unreadable
f000160_t005.png,unreadable
f000160_t006.png,8
f000160_t007.png,unreadable
f000160_t009.png,unreadable
f000160_t015.png,unreadable
f000160_t025.png,unreadable
f000160_t042.png,89
f000160_t049.png,unreadable
f000160_t051.png,7
f000160_t052.png,87
f000160_t054.png,64
f000160_t107.png,8
f000160_t108.png,unreadable
f000170_t014.png,3
f000170_t015.png,71
f000170_t017.png,unreadable
f000170_t019.png,unreadable
f000170_t020.png,71
f000170_t026.png,unreadable
f000170_t045.png,64
f000175_t019.png,0
f000175_t045.png,53
f000175_t063.png,14
f000175_t066.png,57
f000180_t010.png,unreadable
f000180_t014.png,8
f000180_t052.png,unreadable
f000180_t054.png,57
f000180_t057.png,unreadable
f000180_t068.png,57
f000185_t013.png,14
f000185_t112.png,unreadable
f000190_t001.png,8
f000190_t009.png,71
f000190_t014.png,3
f000190_t018.png,unreadable
f000190_t024.png,unreadable
f000190_t051.png,71
f000190_t055.png,0
f000190_t058.png,18
f000190_t063.png,64
f000195_t045.png,53
f000195_t118.png,87
f000195_t119.png,2
f000200_t014.png,0
f000200_t015.png,87
f000200_t026.png,unreadable
f000200_t039.png,5
f000200_t052.png,3
f000200_t054.png,unreadable
f000200_t064.png,unreadable
f000200_t066.png,64
f000200_t107.png,unreadable
f000205_t038.png,53
f000205_t074.png,8
f000205_t117.png,14
f000210_t001.png,71
f000210_t009.png,63
f000210_t018.png,71
f000210_t063.png,65
f000210_t070.png,70
f000210_t077.png,14
f000215_t045.png,2
f000215_t051.png,63
f000215_t081.png,8
f000215_t118.png,87
f000215_t119.png,2
f000215_t122.png,unreadable
f000220_t024.png,unreadable
f000220_t026.png,unreadable
f000220_t039.png,5
f000220_t058.png,18
f000220_t066.png,unreadable
f000220_t069.png,unreadable
f000220_t082.png,unreadable
f000220_t107.png,1
f000225_t012.png,5
f000225_t038.png,14
f000225_t049.png,unreadable
f000225_t074.png,71
f000225_t117.png,unreadable
f000225_t123.png,unreadable
f000230_t009.png,unreadable
f000230_t018.png,unreadable
f000230_t052.png,53
f000230_t054.png,63
f000230_t063.png,unreadable
f000230_t075.png,unreadable
f000230_t077.png,14
f000230_t078.png,unreadable
f000230_t093.png,unreadable
f000230_t124.png,unreadable
f000235_t001.png,64
f000235_t017.png,unreadable
f000235_t041.png,87
f000235_t042.png,53
f000235_t045.png,89
f000235_t063.png,2
f000235_t081.png,70
f000235_t095.png,63
f000235_t118.png,87
f000235_t119.png,2
f000235_t122.png,5
f000245_t011.png,87
f000245_t032.png,3
f000245_t049.png,53
f000245_t068.png,57
f000245_t074.png,71
f000245_t082.png,65
f000245_t099.png,14
f000245_t107.png,unreadable
f000245_t117.png,unreadable
f000250_t013.png,14
f000250_t016.png,2
f000250_t023.png,unreadable
f000250_t054.png,5
f000250_t093.png,90
f000255_t041.png,87
f000255_t045.png,89
f000255_t081.png,63
f000255_t095.png,63
f000255_t106.png,87
f000255_t139.png,5
f000260_t001.png,64
f000260_t124.png,5
f000265_t032.png,3
f000265_t049.png,53
f000265_t074.png,71
f000265_t117.png,5
f000270_t023.png,unreadable
f000270_t054.png,5
f000270_t104.png,94
f000270_t142.png,14
f000270_t144.png,2
f000275_t004.png,53
f000275_t045.png,unreadable
f000275_t095.png,63
f000280_t001.png,64
f000285_t041.png,64
f000285_t049.png,57
f000290_t081.png,70
f000290_t093.png,90
f000290_t104.png,unreadable
f000290_t106.png,unreadable
f000295_t045.png,89
f000295_t107.png,89
f000300_t097.png,87
f000310_t001.png,14
f000310_t023.png,8
f000310_t106.png,1
f000320_t097.png,87
f000320_t102.png,2
f000340_t102.png,unreadable
f000340_t114.png,25
f000350_t016.png,5
f000350_t118.png,5
f000350_t120.png,5
f000360_t026.png,3
f000360_t097.png,unreadable
f000360_t102.png,5
f000370_t011.png,unreadable
f000370_t012.png,unreadable
f000370_t120.png,unreadable
f000370_t123.png,18
f000380_t118.png,unreadable
f000380_t125.png,unreadable
f000380_t126.png,2
f000380_t127.png,7
f000380_t128.png,53
f000380_t129.png,unreadable
f000380_t130.png,unreadable
f000380_t131.png,14
f000380_t132.png,1
f000380_t134.png,24
f000380_t135.png,unreadable
f000380_t136.png,unreadable
f000380_t137.png,70
f000380_t138.png,unreadable
f000380_t140.png,70
f000390_t011.png,unreadable
f000390_t012.png,unreadable
f000390_t120.png,unreadable
f000390_t123.png,unreadable
f000400_t118.png,unreadable
f000400_t125.png,87
f000400_t126.png,unreadable
f000400_t127.png,unreadable
f000400_t128.png,53
f000400_t129.png,unreadable
f000400_t130.png,unreadable
f000400_t131.png,14
f000400_t132.png,unreadable
f000400_t134.png,24
f000400_t135.png,64
f000400_t136.png,64
f000400_t137.png,70
f000400_t138.png,71
f000400_t140.png,unreadable
f000410_t011.png,90
f000410_t012.png,8
f000410_t120.png,89
f000410_t123.png,18
f000420_t118.png,unreadable
f000420_t125.png,87
f000420_t126.png,2
f000420_t127.png,7
f000420_t128.png,53
f000420_t129.png,unreadable
f000420_t130.png,unreadable
f000420_t131.png,14
f000420_t132.png,unreadable
f000420_t134.png,24
f000420_t135.png,64
f000420_t136.png,65
f000420_t137.png,70
f000420_t138.png,71
f000420_t140.png,70
f000430_t011.png,unreadable
f000430_t012.png,8
f000430_t120.png,89
f000430_t123.png,unreadable
f000440_t118.png,71
f000440_t125.png,87
f000440_t126.png,2
f000440_t127.png,7
f000440_t129.png,unreadable
f000440_t130.png,unreadable
f000440_t131.png,14
f000440_t132.png,unreadable
f000440_t133.png,0
f000440_t134.png,94
f000440_t135.png,64
f000440_t136.png,65
f000440_t137.png,70
f000440_t138.png,71
f000440_t140.png,70
f000450_t120.png,89
f000450_t123.png,18
f000450_t143.png,94
f000460_t118.png,71
f000460_t125.png,87
f000460_t126.png,2
f000460_t127.png,7
f000460_t128.png,53
f000460_t129.png,unreadable
f000460_t130.png,57
f000460_t132.png,unreadable
f000460_t134.png,24
f000460_t135.png,64
f000460_t136.png,unreadable
f000460_t137.png,unreadable
f000460_t138.png,unreadable
f000460_t140.png,70
f000470_t120.png,89
f000470_t123.png,18
f000480_t118.png,unreadable
f000480_t125.png,87
f000480_t126.png,2
f000480_t127.png,7
f000480_t129.png,unreadable
f000480_t130.png,57
f000480_t132.png,unreadable
f000480_t134.png,94
f000480_t135.png,64
f000480_t136.png,65
f000480_t137.png,70
f000480_t138.png,71
f000480_t140.png,70
f000480_t145.png,71
f000490_t120.png,unreadable
f000490_t123.png,unreadable
f000490_t131.png,14
f000490_t133.png,0
f000500_t026.png,5
f000500_t125.png,unreadable
f000500_t126.png,2
f000500_t127.png,unreadable
f000500_t129.png,unreadable
f000500_t130.png,unreadable
f000500_t132.png,unreadable
f000500_t134.png,unreadable
f000500_t135.png,unreadable
f000500_t136.png,unreadable
f000500_t137.png,unreadable
f000500_t138.png,71
f000500_t140.png,70
f000510_t123.png,18
f000510_t133.png,0
f000520_t126.png,unreadable
f000520_t129.png,48
f000520_t130.png,57
f000520_t134.png,unreadable
f000520_t136.png,unreadable
f000520_t137.png,70
f000530_t112.png,18
f000530_t133.png,5
f000530_t144.png,0
f000540_t001.png,unreadable
f000540_t102.png,unreadable
f000540_t138.png,8
f000540_t159.png,89
f000540_t161.png,64
f000550_t133.png,0
f000550_t167.png,unreadable
f000560_t159.png,71
f000560_t161.png,57
f000570_t128.png,unreadable
f000570_t133.png,71
f000570_t135.png,unreadable
f000570_t167.png,53
f000570_t170.png,unreadable
f000580_t131.png,53
f000580_t159.png,unreadable
f000580_t161.png,7
f000580_t179.png,5
f000590_t001.png,unreadable
f000590_t128.png,unreadable
f000590_t133.png,71
f000590_t167.png,5
f000600_t004.png,14
f000600_t131.png,5
f000600_t159.png,71
f000600_t161.png,48
f000600_t170.png,71
f000600_t172.png,87
f000610_t184.png,63
f000610_t195.png,57
f000620_t172.png,87
f000620_t199.png,5
f000630_t161.png,65
f000630_t179.png,71
f000630_t184.png,63
f000630_t195.png,94
f000630_t197.png,89
f000630_t201.png,53
f000630_t204.png,14
f000630_t208.png,57
f000640_t128.png,64
f000640_t172.png,unreadable
f000640_t199.png,5
f000640_t207.png,90
f000640_t210.png,48
f000640_t211.png,53
f000650_t161.png,65
f000650_t179.png,71
f000650_t184.png,63
f000650_t195.png,94
f000650_t208.png,57
f000650_t212.png,57
f000660_t128.png,64
f000660_t131.png,5
f000660_t172.png,89
f000660_t210.png,18
f000670_t159.png,unreadable
f000670_t161.png,65
f000670_t184.png,63
f000670_t195.png,89
f000670_t207.png,90
f000690_t179.png,unreadable
f000760_t223.png,unreadable
f000760_t224.png,unreadable
f000760_t225.png,unreadable
f000760_t226.png,unreadable
f000760_t227.png,unreadable
f000760_t228.png,unreadable
f000760_t229.png,18
f000760_t230.png,14
f000760_t231.png,unreadable
f000760_t232.png,90
f000760_t233.png,unreadable
f000760_t234.png,unreadable
f000760_t235.png,unreadable
f000760_t236.png,unreadable
f000760_t237.png,70
f000760_t238.png,35
f000760_t239.png,unreadable
f000760_t240.png,94
f000760_t241.png,unreadable
f000760_t242.png,unreadable
f000780_t223.png,unreadable
f000780_t224.png,87
f000780_t225.png,1
f000780_t226.png,48
f000780_t227.png,unreadable
f000780_t228.png,unreadable
f000780_t229.png,unreadable
f000780_t231.png,unreadable
f000780_t232.png,90
f000780_t233.png,unreadable
f000780_t235.png,89
f000780_t236.png,unreadable
f000780_t237.png,70
f000780_t238.png,unreadable
f000780_t239.png,unreadable
f000780_t240.png,94
f000780_t241.png,64
f000780_t242.png,unreadable
f000780_t244.png,unreadable
f000790_t222.png,5
f000790_t245.png,unreadable
f000800_t223.png,53
f000800_t224.png,unreadable
f000800_t225.png,1
f000800_t226.png,48
f000800_t227.png,8
f000800_t228.png,7
f000800_t229.png,unreadable
f000800_t231.png,unreadable
f000800_t232.png,90
f000800_t233.png,unreadable
f000800_t235.png,89
f000800_t236.png,unreadable
f000800_t237.png,70
f000800_t239.png,unreadable
f000800_t241.png,64
f000810_t234.png,unreadable
f000810_t238.png,unreadable
f000810_t240.png,90
f000810_t245.png,unreadable
f000820_t223.png,unreadable
f000820_t224.png,unreadable
f000820_t225.png,1
f000820_t227.png,unreadable
f000820_t228.png,unreadable
f000820_t229.png,18
f000820_t231.png,unreadable
f000820_t232.png,90
f000820_t233.png,unreadable
f000820_t235.png,89
f000820_t236.png,unreadable
f000820_t237.png,70
f000820_t239.png,65
f000820_t241.png,unreadable
f000820_t242.png,unreadable
f000830_t226.png,unreadable
f000830_t230.png,14
f000830_t234.png,2
f000830_t238.png,unreadable
f000830_t240.png,94
f000830_t245.png,unreadable
f000840_t224.png,unreadable
f000840_t225.png,unreadable
f000840_t227.png,unreadable
f000840_t231.png,0
f000840_t233.png,unreadable
f000840_t237.png,65
f000840_t241.png,unreadable
f000850_t234.png,48
f000850_t235.png,unreadable
f000850_t242.png,unreadable
f000860_t225.png,unreadable
f000860_t237.png,64
f000860_t245.png,unreadable
f000860_t257.png,unreadable
f000870_t235.png,unreadable
f000890_t230.png,unreadable
f000890_t235.png,unreadable
f000900_t245.png,unreadable
f000910_t241.png,unreadable
f000920_t262.png,unreadable
f000930_t228.png,unreadable
f000930_t299.png,3
f000950_t299.png,3
f000950_t309.png,87
f001030_t322.png,unreadable
f001030_t326.png,unreadable
f001090_t334.png,unreadable
f001090_t335.png,unreadable
f001110_t334.png,unreadable
f001210_t309.png,28
f001220_t347.png,unreadable
f001220_t348.png,7
f001220_t349.png,89
f001220_t350.png,1
f001220_t351.png,unreadable
f001220_t352.png,18
f001220_t353.png,5
f001220_t354.png,unreadable
f001220_t355.png,unreadable
f001220_t356.png,unreadable
f001220_t357.png,unreadable
f001220_t358.png,70
f001220_t359.png,unreadable
f001220_t360.png,unreadable
f001220_t361.png,unreadable
f001220_t362.png,0
f001220_t363.png,0
f001220_t364.png,64
f001220_t365.png,unreadable
f001220_t367.png,71
f001230_t366.png,unreadable
f001240_t309.png,26
f001240_t347.png,unreadable
f001240_t348.png,7
f001240_t350.png,1
f001240_t351.png,8
f001240_t352.png,18
f001240_t353.png,5
f001240_t354.png,71
f001240_t355.png,unreadable
f001240_t356.png,unreadable
f001240_t357.png,unreadable
f001240_t358.png,70
f001240_t359.png,unreadable
f001240_t360.png,unreadable
f001240_t361.png,unreadable
f001240_t362.png,unreadable
f001240_t364.png,63
f001240_t365.png,unreadable
f001240_t367.png,71
f001250_t349.png,89
f001250_t366.png,unreadable
f001260_t347.png,unreadable
f001260_t348.png,unreadable
f001260_t350.png,1
f001260_t351.png,unreadable
f001260_t352.png,18
f001260_t353.png,5
f001260_t354.png,71
f001260_t355.png,unreadable
f001260_t356.png,unreadable
f001260_t357.png,unreadable
f001260_t358.png,70
f001260_t359.png,unreadable
f001260_t360.png,unreadable
f001260_t361.png,unreadable
f001260_t362.png,unreadable
f001260_t363.png,0
f001260_t364.png,unreadable
f001260_t365.png,unreadable
f001260_t367.png,63
f001270_t349.png,89
f001280_t347.png,unreadable
f001280_t348.png,7
f001280_t350.png,1
f001280_t351.png,unreadable
f001280_t352.png,18
f001280_t353.png,unreadable
f001280_t354.png,unreadable
f001280_t355.png,unreadable
f001280_t356.png,unreadable
f001280_t357.png,2
f001280_t358.png,70
f001280_t359.png,unreadable
f001280_t360.png,unreadable
f001280_t361.png,53
f001280_t362.png,unreadable
f001280_t363.png,0
f001280_t364.png,unreadable
f001280_t365.png,unreadable
f001290_t309.png,26
f001290_t349.png,89
f001290_t366.png,unreadable
f001290_t367.png,unreadable
f001300_t314.png,unreadable
f001300_t347.png,unreadable
f001300_t351.png,1
f001300_t352.png,unreadable
f001300_t356.png,unreadable
f001300_t357.png,unreadable
f001300_t358.png,unreadable
f001300_t361.png,unreadable
f001300_t369.png,unreadable
f001300_t371.png,unreadable
f001310_t309.png,29
f001310_t349.png,89
f001310_t354.png,unreadable
f001310_t360.png,unreadable
f001310_t375.png,unreadable
f001310_t376.png,70
f001310_t377.png,unreadable
f001320_t352.png,70
f001320_t357.png,unreadable
f001320_t361.png,unreadable
f001320_t369.png,unreadable
f001330_t314.png,unreadable
f001330_t349.png,unreadable
f001330_t354.png,95
f001330_t359.png,unreadable
f001330_t367.png,unreadable
f001330_t375.png,unreadable
f001330_t388.png,18
f001330_t390.png,14
f001330_t392.png,1
f001330_t394.png,unreadable
f001330_t398.png,unreadable
f001340_t356.png,89
f001340_t357.png,unreadable
f001340_t361.png,unreadable
f001340_t364.png,89
f001340_t376.png,65
f001350_t314.png,unreadable
f001350_t349.png,unreadable
f001350_t354.png,unreadable
f001350_t375.png,unreadable
f001350_t388.png,unreadable
f001350_t390.png,unreadable
f001350_t392.png,unreadable
f001350_t394.png,unreadable
f001350_t398.png,unreadable
f001350_t405.png,unreadable
f001350_t406.png,8
f001350_t407.png,0
f001350_t409.png,unreadable
f001360_t352.png,unreadable
f001360_t361.png,unreadable
f001360_t376.png,unreadable
f001360_t412.png,5
f001370_t354.png,unreadable
f001370_t390.png,unreadable
f001370_t398.png,unreadable
f001370_t405.png,70
f001370_t407.png,unreadable
f001370_t416.png,unreadable
f001370_t417.png,unreadable
f001370_t419.png,unreadable
f001370_t420.png,unreadable
f001380_t347.png,unreadable
f001380_t394.png,unreadable
f001380_t424.png,unreadable
f001380_t426.png,unreadable
f001390_t314.png,unreadable
f001390_t348.png,unreadable
f001390_t355.png,unreadable
f001390_t371.png,unreadable
f001390_t416.png,unreadable
f001390_t429.png,unreadable
f001400_t420.png,unreadable
f001400_t433.png,unreadable
f001410_t429.png,7
f001430_t438.png,unreadable
f001700_t447.png,unreadable
f001700_t448.png,unreadable
f001700_t449.png,18
f001700_t450.png,89
f001700_t451.png,unreadable
f001700_t452.png,unreadable
f001700_t453.png,65
f001700_t455.png,unreadable
f001700_t456.png,63
f001700_t457.png,unreadable
f001700_t458.png,unreadable
f001700_t459.png,70
f001700_t460.png,8
f001700_t461.png,71
f001700_t463.png,unreadable
f001700_t464.png,7
f001700_t465.png,64
f001700_t466.png,5
f001700_t467.png,8
f001700_t468.png,unreadable
f001720_t447.png,unreadable
f001720_t448.png,unreadable
f001720_t449.png,18
f001720_t450.png,89
f001720_t451.png,unreadable
f001720_t452.png,unreadable
f001720_t453.png,65
f001720_t455.png,unreadable
f001720_t456.png,63
f001720_t457.png,unreadable
f001720_t458.png,unreadable
f001720_t459.png,70
f001720_t460.png,8
f001720_t461.png,71
f001720_t463.png,unreadable
f001720_t464.png,7
f001720_t465.png,64
f001720_t466.png,5
f001720_t467.png,8
f001720_t468.png,unreadable
f001740_t447.png,unreadable
f001740_t448.png,unreadable
f001740_t449.png,18
f001740_t450.png,89
f001740_t451.png,unreadable
f001740_t452.png,unreadable
f001740_t453.png,65
f001740_t455.png,unreadable
f001740_t456.png,63
f001740_t458.png,unreadable
f001740_t459.png,70
f001740_t460.png,8
f001740_t461.png,71
f001740_t463.png,unreadable
f001740_t464.png,7
f001740_t465.png,64
f001740_t466.png,5
f001740_t467.png,8
f001740_t468.png,unreadable
f001760_t447.png,unreadable
f001760_t448.png,unreadable
f001760_t449.png,18
f001760_t450.png,89
f001760_t451.png,unreadable
f001760_t452.png,unreadable
f001760_t453.png,65
f001760_t455.png,unreadable
f001760_t456.png,63
f001760_t458.png,unreadable
f001760_t459.png,70
f001760_t460.png,8
f001760_t461.png,71
f001760_t463.png,unreadable
f001760_t464.png,7
f001760_t465.png,64
f001760_t466.png,5
f001760_t467.png,8
f001780_t447.png,unreadable
f001780_t448.png,unreadable
f001780_t449.png,18
f001780_t450.png,89
f001780_t451.png,unreadable
f001780_t452.png,unreadable
f001780_t453.png,65
f001780_t455.png,unreadable
f001780_t456.png,63
f001780_t457.png,unreadable
f001780_t458.png,unreadable
f001780_t459.png,70
f001780_t460.png,8
f001780_t461.png,71
f001780_t463.png,unreadable
f001780_t464.png,7
f001780_t465.png,64
f001780_t466.png,5
f001780_t467.png,8
f001790_t469.png,unreadable
f001800_t447.png,unreadable
f001800_t448.png,unreadable
f001800_t449.png,18
f001800_t450.png,89
f001800_t451.png,unreadable
f001800_t452.png,unreadable
f001800_t453.png,65
f001800_t455.png,unreadable
f001800_t456.png,63
f001800_t457.png,unreadable
f001800_t458.png,unreadable
f001800_t459.png,70
f001800_t460.png,8
f001800_t461.png,71
f001800_t463.png,unreadable
f001800_t464.png,7
f001800_t465.png,64
f001800_t466.png,5
f001800_t467.png,8
f001810_t469.png,unreadable
f001820_t447.png,unreadable
f001820_t448.png,unreadable
f001820_t449.png,18
f001820_t450.png,89
f001820_t451.png,unreadable
f001820_t452.png,unreadable
f001820_t453.png,65
f001820_t455.png,unreadable
f001820_t456.png,63
f001820_t457.png,unreadable
f001820_t458.png,unreadable
f001820_t459.png,70
f001820_t460.png,8
f001820_t461.png,71
f001820_t462.png,unreadable
f001820_t463.png,unreadable
f001820_t464.png,7
f001820_t465.png,64
f001820_t466.png,5
f001820_t467.png,8
f001830_t454.png,unreadable
f001830_t469.png,unreadable
f001830_t471.png,unreadable
f001840_t448.png,unreadable
f001840_t449.png,18
f001840_t450.png,89
f001840_t451.png,unreadable
f001840_t452.png,unreadable
f001840_t453.png,65
f001840_t455.png,unreadable
f001840_t456.png,63
f001840_t457.png,unreadable
f001840_t458.png,unreadable
f001840_t459.png,70
f001840_t460.png,8
f001840_t461.png,21
f001840_t463.png,unreadable
f001840_t464.png,7
f001840_t465.png,64
f001840_t466.png,5
f001840_t467.png,8
f001850_t462.png,unreadable
f001850_t469.png,unreadable
f001860_t474.png,70
f001870_t481.png,63
f001870_t482.png,1
f001870_t487.png,unreadable
f001880_t474.png,70
f001880_t492.png,65
f001890_t454.png,unreadable
f001890_t481.png,63
f001890_t482.png,unreadable
f001890_t487.png,unreadable
f001890_t497.png,unreadable
f001890_t504.png,5
f001900_t474.png,unreadable
f001900_t492.png,65
f001900_t508.png,unreadable
f001900_t511.png,unreadable
f001910_t457.png,unreadable
f001910_t481.png,63
f001910_t487.png,unreadable
f001910_t497.png,unreadable
f001910_t504.png,5
f001910_t512.png,unreadable
f001910_t516.png,65
f001920_t474.png,70
f001920_t492.png,65
f001920_t511.png,unreadable
f001920_t519.png,unreadable
f001930_t481.png,63
f001930_t497.png,unreadable
f001930_t504.png,unreadable
f001930_t512.png,unreadable
f001930_t516.png,unreadable
f001940_t454.png,unreadable
f001940_t492.png,55
f001940_t527.png,unreadable
f001940_t530.png,8
f001950_t481.png,63
f001950_t508.png,unreadable
f001950_t534.png,71
f001960_t492.png,18
f001960_t497.png,unreadable
f001960_t527.png,unreadable
f001960_t530.png,70
f001970_t481.png,63
f000005_t001.png,5
f000005_t002.png,unreadable
f000005_t003.png,4
f000005_t004.png,25
f000005_t005.png,14
f000005_t006.png,54
f000005_t007.png,25
f000005_t008.png,5
f000005_t009.png,8
f000005_t010.png,8
f000005_t011.png,3
f000005_t012.png,90
f000005_t013.png,71
